OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,Topic,first_names,last_name,last_init,name_raw,id,fi_ln
A5109759271,,Nicole Anderson,['Nicole Anderson'],2,0,0,1,Life Sciences,nicole,anderson,a,nicole anderson,A5109759271,n anderson
A5100310475,,Puyu Chen,"['Hongyv Zhang', 'Puyu Chen']",4,15,2,6,Health Sciences,puyu,chen,c,puyu chen,A5100310475,p chen
A5031600303,https://orcid.org/0000-0001-5285-4372,Elliot Montpellier,"['Elliot Marcel Montpellier', 'Elliot Montpellier']",4,0,0,3,Social Sciences,elliot,montpellier,m,elliot montpellier,A5031600303,e montpellier
A5050850910,,Jonathan Puigvert,['Jonathan Puigvert'],1,2,1,1,Social Sciences,jonathan,puigvert,p,jonathan puigvert,A5050850910,j puigvert
A5012273495,https://orcid.org/0000-0003-2781-3514,Chris Muris,"['Chris Muris', 'Muris, Chris', 'Muris, Chris (Department Of Economics, Simon Fraser University)']",70,772,11,17,Social Sciences,chris,muris,m,chris muris,A5012273495,c muris
A5113805705,,Eva Dvořáková,"['Dvořáková, Eva', 'E Dvorakova', 'E Dvoráková', 'E Dvořáková', 'E. DVORAKOVA', 'E. Dvoráková', 'E. Dvořáková', 'Eva Dvorakova', 'Eva Dvořáková']",85,2057,11,14,Life Sciences,eva,dvořáková,d,eva dvořáková,A5113805705,e dvořáková
A5006979698,https://orcid.org/0000-0001-8436-1783,Grant D. Zazula,"['Dick Mol', 'G. Zazula', 'G.D. Zazula', 'GRANT D. ZAZULA', 'Grant D Zazula', 'Grant D. Zazula', 'Grant Zazula', 'Zazula, G.', 'Zazula, Grant', 'Zazula, Grant D.', 'Zazula, Grant Daniel.']",124,9116,45,14,Social Sciences,grant d.,zazula,z,grant d. zazula,A5006979698,g zazula
A5032217538,https://orcid.org/0000-0002-6316-9802,Dennys Silva-Reis,"['DENNYS SILVA-REIS', 'Dennys Silva-Reis']",77,69,4,20,Social Sciences,dennys,silva-reis,s,dennys silva-reis,A5032217538,d silva-reis
A5061578981,,A. Sixsmith,"['A. Sixsmith', 'Andrew Sixsmith']",2,1,1,2,Social Sciences,a.,sixsmith,s,a. sixsmith,A5061578981,a sixsmith
A5112261909,,Le Tao,"['Le Q.T.', 'Le Tao', 'Tao, Le']",14,64,4,10,Social Sciences,le,tao,t,le tao,A5112261909,l tao
A5020353454,https://orcid.org/0000-0002-0440-6062,Joseph Takeda,"['JOSEPH TAKEDA', 'Joseph Takeda', 'Takeda, Joseph']",9,11,1,4,Social Sciences,joseph,takeda,t,joseph takeda,A5020353454,j takeda
A5046128130,,Tom Donaldson,['Tom Donaldson'],1,2,1,1,Social Sciences,tom,donaldson,d,tom donaldson,A5046128130,t donaldson
A5109662199,,D. Luo,"['D Luo', 'D. Luo', 'Dingyi Luo']",8,391,6,3,Life Sciences,d.,luo,l,d. luo,A5109662199,d luo
A5072995656,,Alex Imas,['Alex Imas'],4,7,1,12,Physical Sciences,alex,imas,i,alex imas,A5072995656,a imas
A5066224186,,Anita Coté,['Anita Coté'],2,7,1,4,Health Sciences,anita,coté,c,anita coté,A5066224186,a coté
A5111195952,,Dian Hong,"['D. Hong', 'Dian Hong']",2,1,1,1,Social Sciences,dian,hong,h,dian hong,A5111195952,d hong
A5021800514,,N. Givzad,['N. Givzad'],1,0,0,1,Life Sciences,n.,givzad,g,n. givzad,A5021800514,n givzad
A5026091237,https://orcid.org/0000-0003-4904-8606,Maureen Maloney,"['Maloney, Maureen', 'Maureen A. Maloney', 'Maureen Maloney']",27,136,4,5,Social Sciences,maureen,maloney,m,maureen maloney,A5026091237,m maloney
A5010163466,https://orcid.org/0000-0001-7383-6886,Jonathan Cinnamon,"['J. Cinnamon', 'Jonathan Cinnamon']",65,1705,23,8,Health Sciences,jonathan,cinnamon,c,jonathan cinnamon,A5010163466,j cinnamon
A5106312450,,Flora Xu,['Flora Xu'],2,0,0,1,Life Sciences,flora,xu,x,flora xu,A5106312450,f xu
A5001764896,,Bert Painter,['Bert Painter'],12,9,2,4,Social Sciences,bert,painter,p,bert painter,A5001764896,b painter
A5011082676,https://orcid.org/0000-0003-0373-5806,Henry Fu,['Henry Fu'],2,13,1,1,Social Sciences,henry,fu,f,henry fu,A5011082676,h fu
A5062938211,https://orcid.org/0000-0002-8928-8172,Taher Ahmadi,"['Ahmadi, T.', 'Ahmadi, Taher', 'T. Ahmadi', 'Taher Ahmadi']",25,260,9,6,Social Sciences,taher,ahmadi,a,taher ahmadi,A5062938211,t ahmadi
A5102574944,,Tessa Morin,['Tessa Morin'],5,47,2,2,Life Sciences,tessa,morin,m,tessa morin,A5102574944,t morin
A5078080270,,Catherine Wang,"['Catherine Wang', 'Rosalie Tung', 'Simon Fraser']",11,10,2,6,Health Sciences,catherine,wang,w,catherine wang,A5078080270,c wang
A5091309309,https://orcid.org/0009-0003-6255-2863,Ge Shi,['Ge Shi'],4,27,2,4,Social Sciences,ge,shi,s,ge shi,A5091309309,g shi
A5034368464,https://orcid.org/0000-0003-0414-2359,Melanie Innes,['Melanie Innes'],10,32,4,18,Social Sciences,melanie,innes,i,melanie innes,A5034368464,m innes
A5085441318,https://orcid.org/0000-0003-0907-5941,Signe E. Kastberg,"['Kastberg, Signe', 'Signe E Kastberg', 'Signe E. Kastberg', 'Signe Kastberg']",93,695,12,10,Social Sciences,signe e.,kastberg,k,signe e. kastberg,A5085441318,s kastberg
A5001275453,https://orcid.org/0000-0002-7024-2174,Manuela Martins Cruz,"['Cruz, Manuela Martins', 'M M A DA CRUZ', 'Manuela  Martins Cruz', 'Manuela Cruz', 'Manuela Martins Cruz']",15,110,4,7,Health Sciences,manuela martins,cruz,c,manuela martins cruz,A5001275453,m cruz
A5094737202,,Waldron Dooley,['Waldron Dooley'],1,0,0,7,Social Sciences,waldron,dooley,d,waldron dooley,A5094737202,w dooley
A5099021824,,Isaac M von Riedemann,"['Isaac M von Riedemann', 'von Riedemann, Isaac M']",2,9,1,1,Physical Sciences,isaac m von,riedemann,r,isaac m von riedemann,A5099021824,i riedemann
A5115513744,,Milad S. Haghighi,['Milad S. Haghighi'],1,1,1,1,Physical Sciences,milad s.,haghighi,h,milad s. haghighi,A5115513744,m haghighi
A5051043496,,María Teresa Silva Porto,"['María Teresa Silva Porto', 'María Teresa Silva-Porto']",15,50,5,12,Social Sciences,maría teresa silva,porto,p,maría teresa silva porto,A5051043496,m porto
A5095550599,,Kyong Chun,['Kyong Chun'],1,0,0,2,,kyong,chun,c,kyong chun,A5095550599,k chun
A5017561108,https://orcid.org/0000-0003-3705-6078,Ryan Ziels,"['R. M. Ziels', 'Ryan M Ziels', 'Ryan M. Ziels', 'Ryan Ziels', 'Ziels, Ryan', 'Ziels, Ryan M.']",657,3030,24,10,Physical Sciences,ryan,ziels,z,ryan ziels,A5017561108,r ziels
A5092460727,,Miao Zhang,['Miao Zhang'],3,23,2,1,Physical Sciences,miao,zhang,z,miao zhang,A5092460727,m zhang
A5011604176,https://orcid.org/0000-0002-0485-1705,Ozan Kuru,"['Kuru, Ozan', 'Ozan Kuru', 'Ozan Kuru,']",46,838,14,9,Social Sciences,ozan,kuru,k,ozan kuru,A5011604176,o kuru
A5042547672,,Khalil Esmkhani,['Khalil Esmkhani'],4,1,1,6,Social Sciences,khalil,esmkhani,e,khalil esmkhani,A5042547672,k esmkhani
A5087982823,https://orcid.org/0000-0002-4301-1901,Jed A. Meltzer,"['J. A. Meltzer', 'J. Meltzer', 'J.A. Meltzer', 'Jed  A. Meltzer', 'Jed A Meltzer', 'Jed A. Meltzer', 'Jed Meltzer', 'Jed\xa0A. Meltzer']",107,3547,29,14,Life Sciences,jed a.,meltzer,m,jed a. meltzer,A5087982823,j meltzer
A5098162660,,Ishan Goel,['Ishan Goel'],2,3,1,1,Life Sciences,ishan,goel,g,ishan goel,A5098162660,i goel
A5009011522,,Z. Zhang,"['Z. Zhang', 'Ziying Zhang']",14,1,1,2,Health Sciences,z.,zhang,z,z. zhang,A5009011522,z zhang
A5037778963,https://orcid.org/0000-0003-2906-6583,K. Suzanne Barber,"['Barber, K. S.', 'Barber, K. Suzanne', 'Barber, Suzanne K.', 'K. Barber', 'K. S. Barber', 'K. Suzanne Barber', 'K.S. Barber', 'S. Barber', 'SUZANNE BARBER', 'Suzanne Barber']",100,1204,17,6,Social Sciences,k. suzanne,barber,b,k. suzanne barber,A5037778963,k barber
A5115615160,,Giulia de Arruda Maluf,"['Giulia De Arruda Maluf', 'Giulia de Arruda Maluf']",4,1,1,1,Social Sciences,giulia de arruda,maluf,m,giulia de arruda maluf,A5115615160,g maluf
A5119271664,https://orcid.org/0000-0002-3479-2865,Kate Shuttleworth,"['K E D Shuttleworth', 'K E SHUTTLEWORTH', 'K E Shuttleworth', 'K. E. D. SHUTTLEWORTH', 'K. E. D. Shuttleworth', 'K. E. Shuttleworth', 'K.E.D. Shuttleworth', 'Kate Shuttleworth', 'Shuttleworth, Kate']",50,1284,18,20,Health Sciences,kate,shuttleworth,s,kate shuttleworth,A5119271664,k shuttleworth
A5055547267,,N.N. Kinloch,['N.N. Kinloch'],2,1,1,2,Health Sciences,n.n.,kinloch,k,n.n. kinloch,A5055547267,n kinloch
A5055877700,,Rachel Sullivan-Lord,['Rachel Sullivan-Lord'],2,0,0,1,Physical Sciences,rachel,sullivan-lord,s,rachel sullivan-lord,A5055877700,r sullivan-lord
A5031105051,,Adrian Tuohy,"['Adrian M Tuohy', 'Adrian M. Tuohy', 'Adrian Tuohy']",8,183,3,3,Physical Sciences,adrian,tuohy,t,adrian tuohy,A5031105051,a tuohy
A5031756130,https://orcid.org/0000-0001-9149-8294,Sasan V. Grayli,"['Grayli, Sasan V.', 'Sasan V Grayli', 'Sasan V. Grayli', 'Sasan V. Grayli (8928452)', 'Sasan V.-Grayli']",25,42,4,2,Physical Sciences,sasan v.,grayli,g,sasan v. grayli,A5031756130,s grayli
A5069163332,https://orcid.org/0000-0001-9445-9821,Ryan Nichols,"['RYAN NICHOLS', 'Ryan Nichols']",78,666,13,15,Social Sciences,ryan,nichols,n,ryan nichols,A5069163332,r nichols
A5129518471,,Jonathan Driver,"['Driver, Jonathan', 'Jonathan Driver']",34,0,0,3,,jonathan,driver,d,jonathan driver,A5129518471,j driver
A5054930620,https://orcid.org/0000-0002-2919-2574,Ahmed Jaber,"['A. Jaber', 'Ahmed F. Jaber', 'Ahmed Jaber', 'Ahmed S. Jaber', 'Ahmed Shawki Jaber', 'Ahmed Showqi Jaber', 'Jaber, Ahmed']",37,185,8,15,Social Sciences,ahmed,jaber,j,ahmed jaber,A5054930620,a jaber
A5075259415,https://orcid.org/0000-0003-3921-7250,Hung Truong,"['H Truong', 'H.V. Truong', 'Hung TRUONG', 'Hung Truong', 'Hung V. Truong', 'Hy Minh Trong Truong', 'Truong, Hung']",27,68,5,12,Physical Sciences,hung,truong,t,hung truong,A5075259415,h truong
A5007930376,,E. Schmidtke,"['E Schmidtke', 'E. A. Schmidtke', 'E. Schmidtke', 'Eric A. Schmidtke', 'Eric Schmidtke']",24,851,14,7,Physical Sciences,e.,schmidtke,s,e. schmidtke,A5007930376,e schmidtke
A5119424323,,Alex Boston,['Alex Boston'],1,0,0,1,Physical Sciences,alex,boston,b,alex boston,A5119424323,a boston
A5083414674,https://orcid.org/0000-0003-1377-7444,Amir Safari,"['A. Safari', 'Amir Hosein Safari', 'Amir Safari', 'Safari, A.', 'Safari, Amir', 'Safari, Amir Hosein']",16,177,7,9,Physical Sciences,amir,safari,s,amir safari,A5083414674,a safari
A5025604809,,Lisa Del Giudice,"['L Giudice', 'L. Del Giudice', 'Lisa Del Giudice']",14,121,7,13,Health Sciences,lisa del,giudice,g,lisa del giudice,A5025604809,l giudice
A5084001641,,Z.L. Brumme,['Z.L. Brumme'],2,3,1,2,Health Sciences,z.l.,brumme,b,z.l. brumme,A5084001641,z brumme
A5092972281,,R. Farzam,['R. Farzam'],1,0,0,1,,r.,farzam,f,r. farzam,A5092972281,r farzam
A5012548125,,R. Buchan,"['R Buchan', 'R. Buchan', 'R.J. Buchan', 'ROBERT BUCHAN', 'ROBERT J. BUCHAN', 'Robert Buchan', 'Robert J. Buchan']",27,509,10,15,Social Sciences,r.,buchan,b,r. buchan,A5012548125,r buchan
A5114563018,,Natalie Dusek,"['Dusek, Natalie', 'Natalie Dusek']",3,0,0,1,Social Sciences,natalie,dusek,d,natalie dusek,A5114563018,n dusek
A5047249816,https://orcid.org/0000-0002-0549-7306,Amanda My Linh Quan,"['Amanda M. L. Quan', 'Amanda M. Quan', 'Amanda My Linh Quan', 'Amanda Quan']",13,230,8,7,Social Sciences,amanda my linh,quan,q,amanda my linh quan,A5047249816,a quan
A5100904643,,Jiaqi Lei,"['Jia-Qi Lei', 'Jiaqi Lei']",15,437,10,7,Physical Sciences,jiaqi,lei,l,jiaqi lei,A5100904643,j lei
A5065780235,,Quratulain Qureshi,['Quratulain Qureshi'],8,84,3,2,Health Sciences,quratulain,qureshi,q,quratulain qureshi,A5065780235,q qureshi
A5070069241,https://orcid.org/0000-0001-6059-4857,Matthew P. Abrams,"['M Abrams', 'M. Abrams', 'Mathew Abrams', 'Matthew Abrams', 'Matthew P Abrams', 'Matthew P. Abrams', 'Matthew Phillip Abrams']",46,614,14,15,Health Sciences,matthew p.,abrams,a,matthew p. abrams,A5070069241,m abrams
A5005807616,https://orcid.org/0000-0002-4882-1292,Pallavi Pal,"['Pal, Pallavi', 'Pallavi Pal']",33,10,2,7,Social Sciences,pallavi,pal,p,pallavi pal,A5005807616,p pal
A5067818711,,Marcus Macauley,['Marcus Macauley'],1,0,0,1,Social Sciences,marcus,macauley,m,marcus macauley,A5067818711,m macauley
A5119409926,,Aftab Erfan,['Aftab Erfan'],1,0,0,1,Social Sciences,aftab,erfan,e,aftab erfan,A5119409926,a erfan
A5101701358,https://orcid.org/0000-0003-1242-1112,Julie Shi,"['Julie Shi', 'Shi, Julie']",11,19,2,15,Social Sciences,julie,shi,s,julie shi,A5101701358,j shi
A5055783023,https://orcid.org/0000-0002-9315-5057,Philip C. Holz,"['Holz, Philip', 'Holz, Philip C.', 'P Holz', 'P. C. Holz', 'P.\u2009C. Holz', 'Philip C. Holz']",20,278,8,4,Physical Sciences,philip c.,holz,h,philip c. holz,A5055783023,p holz
A5099984419,,Jadeyn Trasolini,['Jadeyn Trasolini'],1,0,0,1,Social Sciences,jadeyn,trasolini,t,jadeyn trasolini,A5099984419,j trasolini
A5047476126,,Olga Radivojevic,['Olga Radivojevic'],3,44,1,2,Health Sciences,olga,radivojevic,r,olga radivojevic,A5047476126,o radivojevic
A5060696523,,Caroline E. King,['Caroline E. King'],3,11,2,5,Health Sciences,caroline e.,king,k,caroline e. king,A5060696523,c king
A5052534261,,Wang G Gary,['Wang G Gary'],1,0,0,1,Health Sciences,wang g,gary,g,wang g gary,A5052534261,w gary
A5010458823,,Matt Tradewell,"['M. Tradewell', 'Matt Tradewell', 'Tradewell, Matt']",7,51,4,11,Physical Sciences,matt,tradewell,t,matt tradewell,A5010458823,m tradewell
A5028843055,https://orcid.org/0000-0003-3163-3751,Anvita Abbi,"['Abbi, Anvita', 'Anvita Abbi']",50,599,11,4,Social Sciences,anvita,abbi,a,anvita abbi,A5028843055,a abbi
A5110564839,,Paul Crowe,"['Crowe, Paul B. M.', 'Crowe, Paul Benjamin Michael', 'P. B. Crowe', 'Paul Crowe']",16,33,2,2,Social Sciences,paul,crowe,c,paul crowe,A5110564839,p crowe
A5054208133,https://orcid.org/0000-0003-2201-7738,Lu An,"['An LU', 'An Lu', 'Lu AN', 'Lu An', 'Yihang Hu']",52,1278,14,15,Life Sciences,lu,an,a,lu an,A5054208133,l an
A5115847198,,Daniela Gottschlich,['Daniela Gottschlich'],5,7,2,2,Social Sciences,daniela,gottschlich,g,daniela gottschlich,A5115847198,d gottschlich
A5064065871,,Xinting Shen,['Xinting Shen'],15,142,6,6,Life Sciences,xinting,shen,s,xinting shen,A5064065871,x shen
A5034745440,https://orcid.org/0000-0001-7315-4789,Catherine Taylor,"['C Taylor', 'C. Taylor', 'CATHERINE TAYLOR', 'Catherine J. Taylor', 'Catherine Taylor', 'Taylor, Catherine']",36,668,9,17,Social Sciences,catherine,taylor,t,catherine taylor,A5034745440,c taylor
A5033800423,,Jonas Kraasch,"['Jonas Kraasch', 'Kraasch, Jonas']",3,2,1,1,Physical Sciences,jonas,kraasch,k,jonas kraasch,A5033800423,j kraasch
A5087555837,https://orcid.org/0000-0002-2133-1525,J. C. Carr,"['J. C. Carr', 'J. Carr', 'Julia C. Carr', 'Julia Carr']",16,100,5,6,Physical Sciences,j. c.,carr,c,j. c. carr,A5087555837,j carr
A5074253286,https://orcid.org/0000-0002-4310-9511,Sean Tok,"['S S L Tok', 'S. Tok', 'Sean Shui Liang Tok', 'Sean Tok']",11,96,5,5,Health Sciences,sean,tok,t,sean tok,A5074253286,s tok
A5043746917,https://orcid.org/0000-0001-5150-0572,A. M. Anderson,"['A. M. Anderson', 'Aspen M. Anderson']",12,22,3,4,Physical Sciences,a. m.,anderson,a,a. m. anderson,A5043746917,a anderson
A5032092065,https://orcid.org/0000-0002-0716-8741,Ashley N. Hewitt,"['Ashley Hewitt', 'Ashley N Hewitt', 'Ashley N. Hewitt', 'Ashley N. Hewitt1']",30,373,10,3,Social Sciences,ashley n.,hewitt,h,ashley n. hewitt,A5032092065,a hewitt
A5060248317,https://orcid.org/0000-0003-4858-5602,Brian Wixted,['Brian Wixted'],49,593,9,7,Social Sciences,brian,wixted,w,brian wixted,A5060248317,b wixted
A5021445324,https://orcid.org/0000-0001-8447-872X,Yixian Shen,"['Shen, Yixian', 'Yi-Xian Shen', 'Yixian Shen']",58,194,8,10,Physical Sciences,yixian,shen,s,yixian shen,A5021445324,y shen
A5068383329,https://orcid.org/0009-0009-8116-2514,Abraham J. Wilhelm,"['A J Wilhelm', 'A WILHELM', 'A Wilhelm', 'A. J. WILHELM', 'A. J. Wilhelm', 'A. Wilhelm', 'A.J Wilhelm', 'A.J. Wilhelm', 'AJ Wilhelm', 'Aabraham J. Wilhelm', 'Abraham J Wilhelm', 'Abraham J. Wilhelm', 'Wilhelm, A J', 'Wilhelm, AJ']",84,2148,27,16,Life Sciences,abraham j.,wilhelm,w,abraham j. wilhelm,A5068383329,a wilhelm
A5093769593,,Ahmed Al-Rawi,['Ahmed Al-Rawi'],7,1,1,1,Social Sciences,ahmed,al-rawi,a,ahmed al-rawi,A5093769593,a al-rawi
A5059997659,,Tejdeep Kang,['Tejdeep Kang'],1,0,0,1,Health Sciences,tejdeep,kang,k,tejdeep kang,A5059997659,t kang
A5019781908,,Carlos A. Sierra Hernandez,"['Carlos A Sierra Hernandez', 'Carlos A. Sierra Hernandez']",12,118,6,2,Social Sciences,carlos a. sierra,hernandez,h,carlos a. sierra hernandez,A5019781908,c hernandez
A5092986563,,Anmol Swaich,['Anmol Swaich'],2,10,1,2,Social Sciences,anmol,swaich,s,anmol swaich,A5092986563,a swaich
A5018993363,,Lionel Kearns,"['Kearns, Lionel John', 'Lionel Kearns']",17,20,1,3,Social Sciences,lionel,kearns,k,lionel kearns,A5018993363,l kearns
A5065665606,https://orcid.org/0000-0002-1389-2410,Ryan M. L. McFadden,"['McFadden, R.M.', 'McFadden, Ryan M. L.', 'McFadden, Ryan M.L.', 'McFadden, Ryan Michael Lund', 'R M L McFadden', 'R. M. L. McFadden', 'R.M. McFadden', 'R.M.L. McFadden', 'R.\u2009M.\u2009L. McFadden', 'Ryan M L McFadden', 'Ryan M McFadden', 'Ryan M. L. McFadden', 'Ryan M. L. Mcfadden', 'Ryan M. McFadden', 'Ryan M.L. McFadden', 'Ryan McFadden', 'Ryan\u2005M. McFadden']",105,1536,17,11,Physical Sciences,ryan m. l.,mcfadden,m,ryan m. l. mcfadden,A5065665606,r mcfadden
A5101645620,https://orcid.org/0000-0001-5783-1655,Ke Wang,"['Ke Wang', 'Wang, Ke']",35,533,12,16,Life Sciences,ke,wang,w,ke wang,A5101645620,k wang
A5110124469,,D. Patterson,"['D A Patterson', 'D. A. Patterson', 'D. Patterson', 'D.A. Patterson', 'D.\xa0A. Patterson', 'Destini Aaliyah Patterson']",39,1501,17,9,Physical Sciences,d.,patterson,p,d. patterson,A5110124469,d patterson
A5040066274,,M.A. Brockman,['M.A. Brockman'],1,0,0,1,Health Sciences,m.a.,brockman,b,m.a. brockman,A5040066274,m brockman
A5070529600,,Zoe Todd,"['Todd, Zoe', 'Todd, Zoe S', 'Todd, Zoe Sarah Croucher', 'ZOE TODD', 'Zoe Todd']",27,3341,10,5,Health Sciences,zoe,todd,t,zoe todd,A5070529600,z todd
A5037017144,https://orcid.org/0000-0001-9051-4205,Karel Proesmans,"['K. Proesmans', 'Karel Proesmans', 'Proesmans, K.', 'Proesmans, Karel']",42,707,11,8,Physical Sciences,karel,proesmans,p,karel proesmans,A5037017144,k proesmans
A5107070954,,SP Rossi,['SP Rossi'],1,2,1,2,Physical Sciences,sp,rossi,r,sp rossi,A5107070954,s rossi
A5003321247,,G. Jensen,"['G. Jensen', 'G.M. Jensen', 'Gabrille Jensen']",6,62,3,3,Life Sciences,g.,jensen,j,g. jensen,A5003321247,g jensen
A5092864314,,Hana Georgoulis,['Hana Georgoulis'],4,8,2,1,Social Sciences,hana,georgoulis,g,hana georgoulis,A5092864314,h georgoulis
A5093307983,,Lucy Bell Sdahl Ḵ’awaas,['Lucy Bell Sdahl Ḵ’awaas'],1,1,1,1,Social Sciences,lucy bell sdahl,ḵ’awaas,ḵ,lucy bell sdahl ḵ’awaas,A5093307983,l ḵ’awaas
A5047153133,,N. Dean Evans,"['N. Dean Evans', 'Nelia Evans']",3,1,1,2,Social Sciences,n. dean,evans,e,n. dean evans,A5047153133,n evans
A5110164742,,John Clague,"['J CLAGUE', 'J Clague', 'J. Clague', 'J.E. Clague', 'JOHN CLAGUE', 'John Clague', 'John J. Clague']",22,1124,9,9,Health Sciences,john,clague,c,john clague,A5110164742,j clague
A5100372052,https://orcid.org/0000-0002-6367-0437,Yue Wang,"['Wang, Yue', 'Yue Wang']",11,103,4,6,Physical Sciences,yue,wang,w,yue wang,A5100372052,y wang
A5071955961,https://orcid.org/0000-0002-4750-0155,Maude Comtois‐Cabana,"['Comtois-Cabana, Maude', 'Maude Comtois-Cabana', 'Maude Comtois‐Cabana']",11,23,2,3,Social Sciences,maude,comtois‐cabana,c,maude comtois‐cabana,A5071955961,m comtois‐cabana
A5002988513,https://orcid.org/0000-0002-1177-2204,Kirill Lakhmanskiy,"['K. E. Lakhmanskiy', 'K. Lakhmanskiy', 'K.E. Lakhmanskiy', 'Kirill Lakhmanskiy', 'Lakhmanskiy, Kirill']",35,525,7,6,Physical Sciences,kirill,lakhmanskiy,l,kirill lakhmanskiy,A5002988513,k lakhmanskiy
A5012067602,https://orcid.org/0009-0005-7284-1612,G. Gary Wang,"['G. Gary Wang', 'Guancheng Wang', 'Guodong Wang', 'Wang, G. Gary']",95,2972,27,5,Physical Sciences,g. gary,wang,w,g. gary wang,A5012067602,g wang
A5036577590,https://orcid.org/0000-0002-6432-2514,Jennifer E. Storey,"['Jennifer E Storey', 'Jennifer E. Storey', 'Jennifer Elizabeth Storey', 'Jennifer Storey', 'JenniferE. Storey', 'Storey, Jennifer', 'Storey, Jennifer E.']",90,1346,20,9,Social Sciences,jennifer e.,storey,s,jennifer e. storey,A5036577590,j storey
A5015013342,,Shannon Leddy,"['Leddy, Shannon', 'Leddy, Shannon C.', 'S Leddy', 'Shannon Carolyn Leddy', 'Shannon Leddy']",20,53,4,4,Social Sciences,shannon,leddy,l,shannon leddy,A5015013342,s leddy
A5066874418,https://orcid.org/0000-0002-3860-4470,Janghyeon Lee,"['Donggu Kim', 'Janghyeon Lee']",17,179,7,5,Physical Sciences,janghyeon,lee,l,janghyeon lee,A5066874418,j lee
A5062520798,https://orcid.org/0000-0001-7350-0696,Mehrsan Javan,"['Javan, M.', 'Javan, Mehrsan', 'Javan-Roshtkhari, Mehrsan', 'M. Javan Roshtkhari', 'M. Javan-Roshtkhari', 'Mehrsan Javan', 'Mehrsan Javan Roshtkhari', 'Mehrsan Javan-Roshtkhari', 'Roshtkhari, Mehraveh Javan', 'Roshtkhari, Mehrsan Javan']",50,1895,17,5,Physical Sciences,mehrsan,javan,j,mehrsan javan,A5062520798,m javan
A5063767568,,J.A. Caine,"['J. A. J. Caine', 'J.A. Caine']",5,3,1,2,Social Sciences,j.a.,caine,c,j.a. caine,A5063767568,j caine
A5102834300,https://orcid.org/0009-0001-1989-8709,Zhe Zhang,"['Chunxue Wang', 'Zhe Zhang']",3,2,1,5,Social Sciences,zhe,zhang,z,zhe zhang,A5102834300,z zhang
A5062244415,,Mario Gregorio,"['M. Di Gregorio', 'Mario Gregorio', 'mario Gregorio']",30,821,10,9,Social Sciences,mario,gregorio,g,mario gregorio,A5062244415,m gregorio
A5106716331,https://orcid.org/0000-0003-0193-0173,Rob Gillezeau,"['Gillezeau, Rob', 'ROB GILLEZEAU', 'Rob Gillezeau']",38,398,11,11,Social Sciences,rob,gillezeau,g,rob gillezeau,A5106716331,r gillezeau
A5060207717,,S Reynolds,"['S Reynolds', 'Steven Reynolds']",3,0,0,4,Health Sciences,s,reynolds,r,s reynolds,A5060207717,s reynolds
A5018829483,https://orcid.org/0009-0009-3784-9183,Balwinder Ruprai,['Balwinder Ruprai'],2,4,1,2,Life Sciences,balwinder,ruprai,r,balwinder ruprai,A5018829483,b ruprai
A5013648956,,Nuri Yang,"['Nuri Yang', 'Yang, Nuri']",9,127,4,6,Physical Sciences,nuri,yang,y,nuri yang,A5013648956,n yang
A5029879301,,Entong Ye,"['E. Ye', 'Entong Ye']",3,63,3,2,Physical Sciences,entong,ye,y,entong ye,A5029879301,e ye
A5112749856,,Elmersjö Paul,"['Elmersj Paul', 'Elmersjö Paul']",1,0,0,7,Social Sciences,elmersjö,paul,p,elmersjö paul,A5112749856,e paul
A5080820769,https://orcid.org/0000-0002-8997-1377,Brian A. Knarr,"['B Knarr', 'B. Knarr', 'B.A. Knarr', 'Brian A Knarr', 'Brian A. Knarr', 'Brian Knarr', 'Knarr, Brian A.']",97,1481,20,9,Health Sciences,brian a.,knarr,k,brian a. knarr,A5080820769,b knarr
A5110940650,,Béatrice Dupuy,"['Beatrice Dupuy', 'Béatrice Dupuy', 'Dupuy, Béatrice']",3,0,0,4,Physical Sciences,béatrice,dupuy,d,béatrice dupuy,A5110940650,b dupuy
A5076770374,,Chenyu Hou,"['Chen-Yu Hou', 'Chenyu Hou', 'Hou Chenyu', 'Hou, Chenyu']",74,413,10,19,Physical Sciences,chenyu,hou,h,chenyu hou,A5076770374,c hou
A5012635562,,Ron Calara,['Ron Calara'],1,13,1,1,Physical Sciences,ron,calara,c,ron calara,A5012635562,r calara
A5045716904,,Agnes Beltramo,['Agnes Beltramo'],3,9,2,7,Physical Sciences,agnes,beltramo,b,agnes beltramo,A5045716904,a beltramo
A5109484292,,Michael Howlett,['Michael Howlett'],18,282,3,2,Social Sciences,michael,howlett,h,michael howlett,A5109484292,m howlett
A5052335574,https://orcid.org/0000-0003-3848-7232,Kai Zhao,['Kai Zhao'],8,38,3,6,Physical Sciences,kai,zhao,z,kai zhao,A5052335574,k zhao
A5016121668,https://orcid.org/0000-0002-3765-509X,Silvester B. Pratasik,"['Pratasik, Silvester B.', 'Silvester B Pratasik', 'Silvester B. Pratasik', 'Silvester Benny Pratasik', 'Silvester Pratasik']",47,149,7,5,Physical Sciences,silvester b.,pratasik,p,silvester b. pratasik,A5016121668,s pratasik
A5103154109,https://orcid.org/0009-0001-0968-8564,Jeremy A. Fell,['Jeremy A. Fell'],1,3,1,1,Physical Sciences,jeremy a.,fell,f,jeremy a. fell,A5103154109,j fell
