,sv_name,oa_name,sv_id,oa_id,similarity_score
1460,yanbin wang,jiacheng wang,59773982900,A5100727957,58
1461,jason wang,qi wang,58670992800,A5100341251,59
1462,jason wang,jiacheng wang,58670992800,A5100727957,70
1463,jf williams,vance e williams,57213047389,A5010948237,67
1464,peiwei wang,qi wang,57215193390,A5100341251,67
1465,peiwei wang,jiacheng wang,57215193390,A5100727957,50
1466,dickson ts wong,jennifer s wong,57561093100,A5018101953,53
1467,rina wang,qi wang,59537723600,A5100341251,75
1468,rina wang,jiacheng wang,59537723600,A5100727957,64
1469,nesha wright,stephen c wright,57219108289,A5042007466,57
1470,natalie c williams,vance e williams,57217038690,A5010948237,71
1471,robert wang,qi wang,57987067400,A5100341251,56
1472,robert wang,jiacheng wang,57987067400,A5100727957,50
1473,calvin st wong,jennifer s wong,58555860700,A5018101953,55
1474,feng wang,qi wang,59815240100,A5100341251,62
1475,feng wang,jiacheng wang,59815240100,A5100727957,73
1476,tessa williams,vance e williams,59135267800,A5010948237,67
1477,aleyah williams,vance e williams,57225966700,A5010948237,71
1478,john m webster,john webster,7402197165,A5112228279,92
1479,aidan a wright,stephen c wright,57217232942,A5042007466,60
1480,yufei wang,qi wang,57222498131,A5100341251,71
1481,yufei wang,jiacheng wang,57222498131,A5100727957,52
1482,xiaogang wang,qi wang,57206601221,A5100341251,60
1483,xiaogang wang,jiacheng wang,57206601221,A5100727957,69
1484,george watkins,g d watkins,58104898200,A5109056508,72
1485,karen lok yi wong,jennifer s wong,56621809700,A5018101953,50
1486,renjie wang,qi wang,57220783660,A5100341251,67
1487,renjie wang,jiacheng wang,57220783660,A5100727957,58
1488,xiaolei wang,qi wang,58527206800,A5100341251,63
1489,xiaolei wang,jiacheng wang,58527206800,A5100727957,64
1490,peiling wang,qi wang,55718418500,A5100341251,63
1491,peiling wang,jiacheng wang,55718418500,A5100727957,64
1492,g gary wang,qi wang,55599185800,A5100341251,56
1493,g gary wang,jiacheng wang,55599185800,A5100727957,50
1494,ke wang,qi wang,55712748700,A5100341251,71
1495,ke wang,jiacheng wang,55712748700,A5100727957,60
1496,yue wang,qi wang,7601513640,A5100341251,67
1497,yue wang,jiacheng wang,7601513640,A5100727957,57
1498,jonathan f williams,vance e williams,57217554285,A5010948237,69
1499,z m wang,qi wang,55719869100,A5100341251,67
1500,z m wang,jiacheng wang,55719869100,A5100727957,48
1501,tao wang,qi wang,55949122700,A5100341251,67
1502,tao wang,jiacheng wang,55949122700,A5100727957,57
1503,stephanie wong,jennifer s wong,57193543860,A5018101953,62
1504,jennifer wang,qi wang,55833173500,A5100341251,60
1505,jennifer wang,jiacheng wang,55833173500,A5100727957,62
1506,yang wang,qi wang,57218475801,A5100341251,62
1507,yang wang,jiacheng wang,57218475801,A5100727957,73
1508,ruiqi wang,qi wang,57792895600,A5100341251,82
1509,ruiqi wang,jiacheng wang,57792895600,A5100727957,52
1510,da xu,min xu,55979490100,A5100413849,55
1511,chi xu,min xu,56460553100,A5100413849,67
1512,jing xu,min xu,57196732836,A5100413849,77
1513,xiang xu,min xu,57188645378,A5100413849,71
1514,shaoyi xu,min xu,55813784100,A5100413849,53
1515,cheng xu,min xu,57192005445,A5100413849,57
1516,yuelang xu,min xu,59446862500,A5100413849,50
1517,michael xu,min xu,58565166900,A5100413849,62
1518,ke xu,min xu,56878066700,A5100413849,55
1519,linghao xu,min xu,57223724983,A5100413849,62
1520,gavin xu,min xu,57226272921,A5100413849,71
1521,xueyi xu,min xu,58644846400,A5100413849,57
1522,linwan xu,min xu,57434684800,A5100413849,67
1523,qihan xu,min xu,59729857200,A5100413849,71
1524,leshun xu,min xu,57554657900,A5100413849,53
1525,qinghong xu,min xu,57221150139,A5100413849,59
1526,zuo guang ye,zuo‐guang ye,24443034100,A5029972713,92
1527,huazhong hogan yu,hua‐zhong yu,7405855808,A5028734301,76
1528,robert n young,robert n young,57188789416,A5063566841,100
1529,h henny yeung,rae s m yeung,8871485900,A5040872283,54
1530,huazhong yu,hua‐zhong yu,57344777600,A5028734301,96
1531,stephen yu,hua‐zhong yu,57189311081,A5028734301,45
1532,fenggen yu,hua‐zhong yu,57195302065,A5028734301,45
1533,erik m young,robert n young,57204013252,A5063566841,69
1534,timothy tl yu,hua‐zhong yu,57218895653,A5028734301,32
1535,kevin ye,zuo‐guang ye,57204811060,A5029972713,40
1536,nathan young,robert n young,57207105229,A5063566841,62
1537,z yu,hua‐zhong yu,58749078900,A5028734301,50
1538,eric ye,zuo‐guang ye,34871175500,A5029972713,32
1539,connie yu,hua‐zhong yu,57208742908,A5028734301,48
1540,yang yu,hua‐zhong yu,57197518788,A5028734301,63
1541,niannian yu,hua‐zhong yu,55754321600,A5028734301,35
1542,edgar c young,robert n young,7401838992,A5063566841,67
1543,peter j young,robert n young,58158963700,A5063566841,67
1544,rachelle a yu,hua‐zhong yu,57224816504,A5028734301,40
1545,yunzhijun yu,hua‐zhong yu,57778940100,A5028734301,58
1546,jesse young,robert n young,57221630135,A5063566841,56
1547,paul yeung,rae s m yeung,57203989505,A5040872283,61
1548,zuo‑guang g ye,zuo‐guang ye,57248304100,A5029972713,85
1549,cindy yu,hua‐zhong yu,58917527200,A5028734301,40
1550,sherry young,robert n young,57824709500,A5063566841,62
1551,kewei yu,hua‐zhong yu,58657251100,A5028734301,30
1552,james young,robert n young,57718687400,A5063566841,56
1553,pamela young,robert n young,56548002700,A5063566841,54
1554,adrian yeung,rae s m yeung,59398517900,A5040872283,56
1555,ying yu,hua‐zhong yu,57581006200,A5028734301,53
1556,monica ye,zuo‐guang ye,57204597588,A5029972713,48
1557,hao richard zhang,hao zhang,55685656900,A5100397026,69
1558,rina zazkis,rina zazkis,6602957344,A5009772411,100
1559,hao zhang,hao zhang,59130540100,A5100397026,100
1560,kirsten zickfeld,kirsten zickfeld,23010937900,A5032945153,100
1561,miao zhang,hao zhang,57193678960,A5100397026,84
1562,hua zhang,hao zhang,56675471800,A5100397026,89
1563,zhilin zhang,hao zhang,57195335713,A5100397026,67
1564,peng zhang,hao zhang,56963027800,A5100397026,63
1565,richard zhang,hao zhang,57219838274,A5100397026,73
1566,zhitian zhang,hao zhang,57210362788,A5100397026,73
1567,chuxuan zhang,hao zhang,58148929600,A5100397026,73
1568,ray zhang,hao zhang,56083560200,A5100397026,78
1569,lishen zhang,hao zhang,57197774098,A5100397026,67
1570,fuyang zhang,hao zhang,57219650380,A5100397026,67
1571,jin zhang,hao zhang,56652361000,A5100397026,67
1572,yanyan zhang,hao zhang,58669484300,A5100397026,67
1573,yijuan zhang,hao zhang,56066618800,A5100397026,67
1574,xiaoxing zhang,hao zhang,57202358222,A5100397026,70
1575,xiao zhang,hao zhang,55330996300,A5100397026,84
1576,pengpeng zhang,hao zhang,57214091117,A5100397026,52
1577,zhongchen zhang,hao zhang,57211522444,A5100397026,67
1578,lingling zhang,hao zhang,56503285300,A5100397026,52
1579,yiming zhang,hao zhang,57654567800,A5100397026,57
1580,yuxuan zhang,hao zhang,57732522100,A5100397026,67
1581,yanqing zhang,hao zhang,58250313900,A5100397026,64
1582,sarah zhang,hao zhang,57226464367,A5100397026,70
1583,jianqiu zhang,hao zhang,57234148200,A5100397026,64
1584,yanshu zhang,hao zhang,58538506600,A5100397026,67
1585,mohan zhang,hao zhang,57217109201,A5100397026,80
1586,ruilin zhang,hao zhang,57216635351,A5100397026,57
1587,erique zhang,hao zhang,57221559134,A5100397026,57
1588,xueying zhang,hao zhang,59315530000,A5100397026,55
1589,jiarui zhang,hao zhang,58484470900,A5100397026,67
1590,jiajie zhang,hao zhang,58659062200,A5100397026,67
1591,tingyu zhang,hao zhang,59151047800,A5100397026,57
1592,xilun zhang,hao zhang,57545971500,A5100397026,60
1593,qingxin zhang,hao zhang,57609969300,A5100397026,55
1594,xiaowen zhang,hao zhang,58511137000,A5100397026,73
1595,nan zhang,hao zhang,26023886900,A5100397026,78
1596,yutian zhang,hao zhang,57215863345,A5100397026,67
1597,zidong zhang,hao zhang,57951956700,A5100397026,67
1598,xiaoya zhang,hao zhang,57220902381,A5100397026,76
1599,guojuan zhang,hao zhang,57191914913,A5100397026,64
1600,john zhijia zhang,hao zhang,58179397300,A5100397026,54
1601,yuzhi zhang,hao zhang,54390643800,A5100397026,70
1602,jie zhang,hao zhang,56420749300,A5100397026,67
1603,ke zhang,hao zhang,58835262000,A5100397026,71
1604,weiji zhang,hao zhang,59359288300,A5100397026,60
1605,howard zhang,hao zhang,58368085700,A5100397026,76
1606,xiaokong zhang,hao zhang,57222133578,A5100397026,70
1607,zhe george zhang,hao zhang,57216960787,A5100397026,64
1608,xin zhang,hao zhang,56591076800,A5100397026,67
1609,rui zhang,hao zhang,57445736500,A5100397026,67
1610,lin zhang,hao zhang,59814155200,A5100397026,67
